model,method,feature,noise_percentage,n_pairs,median_delta,mean_delta,p_value,significant
tabnet,missing,Init Fwd Win Byts,20.0,20,-0.0001643488397613524,-0.0006604362507199146,1.0,False
tabnet,missing,Init Fwd Win Byts,35.0,20,-0.0009365979744528352,-0.0030914159406161545,0.27892307181082354,False
tabnet,missing,Init Fwd Win Byts,50.0,20,-0.0010356961638467999,-0.004183676565749378,0.10042834167258849,False
tabnet,missing,Init Fwd Win Byts,75.0,20,-0.005743155306111691,-0.007455252635187743,0.07929551941222376,False
tabnet,missing,PSH Flag Cnt,10.0,20,0.0001325491906324361,0.0011563401055216694,0.654130777413502,False
tabnet,missing,PSH Flag Cnt,20.0,20,-0.0006884128208382578,-0.002628376239555008,1.0,False
tabnet,missing,PSH Flag Cnt,35.0,20,0.00041888293116187914,-0.0017803306400122176,0.7938214901244397,False
tabnet,missing,PSH Flag Cnt,50.0,20,0.00036431569602546343,0.0023081921093350945,0.350614486233492,False
tabnet,missing,PSH Flag Cnt,75.0,20,-0.004563325277674335,-0.005384558943211803,0.1453647122655948,False
tabnet,missing,Protocol,10.0,20,-0.0008186479049790418,-0.0013697225390140511,0.9702171637980858,False
tabnet,missing,Protocol,20.0,20,-0.0017840323484199505,-0.0024727072381507285,0.07311306386722158,False
tabnet,missing,Protocol,35.0,20,-0.000698267871728997,-0.00023706485165251313,0.7368532973598002,False
tabnet,missing,Protocol,50.0,20,-0.00243966467235468,-0.0013304744103934396,0.3702195818880961,False
tabnet,missing,Protocol,75.0,20,-0.005594816993094054,-0.005529943536270848,0.02275690685955615,True
tabnet,missing,Timestamp,10.0,20,-0.0010835673256747724,-0.0012737504173381375,0.47808713284033744,False
tabnet,missing,Timestamp,20.0,20,0.0016472789830008217,-7.032927428437529e-05,0.9108172488328524,False
tabnet,missing,Timestamp,35.0,20,6.016952418019805e-05,0.00010744203791933082,0.8519118437276034,False
tabnet,missing,Timestamp,50.0,20,-0.0013606161806661299,-0.00381111094956284,0.07311306386722158,False
tabnet,missing,Timestamp,75.0,20,0.0023312051204578688,0.0020086624085887293,0.21791717433594315,False
tabnet,noise,Bwd Byts_b Avg,10.0,20,0.0,0.0,,False
tabnet,noise,Bwd Byts_b Avg,20.0,20,0.0,0.0,,False
tabnet,noise,Bwd Byts_b Avg,35.0,20,0.0,0.0,,False
tabnet,noise,Bwd Byts_b Avg,50.0,20,0.0,0.0,,False
tabnet,noise,Bwd Byts_b Avg,75.0,20,0.0,0.0031177567114408057,0.24886387493792206,False
tabnet,noise,Dst Port,10.0,20,-0.002052920482208287,-0.0015094341347232864,0.7285060882568359,False
tabnet,noise,Dst Port,20.0,20,-0.0019262635056808142,-0.01938026757188458,0.3117942810058594,False
tabnet,noise,Dst Port,35.0,20,-0.015969884817045255,-0.028759116040611744,0.0001049041748046875,True
tabnet,noise,Dst Port,50.0,20,-0.05204628063780742,-0.06744751454090989,3.62396240234375e-05,True
tabnet,noise,Dst Port,75.0,20,-0.1356466966123665,-0.11241808791472996,3.814697265625e-06,True
tabnet,noise,Fwd Act Data Pkts,10.0,20,-0.002952197218066277,-0.0017840371031535517,0.34881019592285156,False
tabnet,noise,Fwd Act Data Pkts,20.0,20,0.0009404717887041558,0.0005220556065274884,0.5458755493164062,False
